JOB_ID,JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
Job 1510,Repair,2.21,125,AC,40.35,4967.351735
Job 1511,Replace,2.88,90,ST,41.82,12825.38878
Job 1512,Repair,2.01,90,AC,38.78,2496.485777
Job 1513,Replace,2.48,50,AC,21.11,4045.088364
Job 1514,Repair,1.97,250,CI,25.22,6576.230451
Job 1515,Repair,1.72,90,CI,24.9,2028.47516
Job 1516,Repair,3.77,125,AC,24.08,6922.876807
Job 1517,Repair,1.79,125,CI,20.58,2233.577026
Job 1518,Replace,3.09,50,CI,21.87,5156.399102
Job 1519,Replace,1.61,450,AC,24.55,25788.26965
Job 1520,Replace,2.48,90,ST,29.67,8330.829913
Job 1521,Repair,3.24,90,CI,12.84,2995.448991
Job 1522,Repair,1.73,200,ST,37.92,5119.467499
Job 1523,Repair,2.04,200,ST,11.06,3184.828882
Job 1524,Replace,1.88,450,AC,23.94,29691.26959
Job 1525,Replace,2.59,90,ST,21.1,7696.494478
Job 1526,Replace,2.37,63,CI,15.24,4092.989565
Job 1527,Replace,2.32,200,AC,25.32,18330.78667
Job 1528,Repair,3.42,63,AC,22.33,2857.997965
Job 1529,Replace,1.82,90,ST,35.74,7600.162764
Job 1530,Replace,3.72,250,ST,29.83,40455.90165
Job 1531,Replace,1.68,90,AC,39.36,6720.296671
Job 1532,Replace,1.82,200,AC,8.73,8481.32845
Job 1533,Replace,3.14,63,CI,42,8557.595337
Job 1534,Replace,3.31,200,ST,13.66,18090.76644
Job 1535,Replace,2.35,200,AC,19.88,14342.89859
Job 1536,Replace,1.18,90,ST,26.31,5026.228935
Job 1537,Replace,2.67,90,CI,24.43,6737.654457
Job 1538,Replace,1.96,50,AC,47.28,4057.189262
Job 1539,Repair,2.72,125,AC,17.54,3360.813377
Job 1540,Repair,2.9,315,ST,16.92,11054.59036
Job 1541,Replace,3.92,315,AC,31.21,48250.65265
Job 1542,Replace,2.78,90,AC,32.17,9774.813344
Job 1543,Replace,2.47,90,AC,35.41,9515.634491
Job 1544,Replace,3.17,125,AC,30.28,17524.7938
Job 1545,Replace,3.91,50,AC,16.11,5404.019557
Job 1546,Repair,3.9,63,AC,29.25,3315.483224
Job 1547,Replace,1.69,200,AC,24.03,12468.18448
Job 1548,Replace,3.85,315,AC,28.89,50289.90503
Job 1549,Replace,3.43,50,AC,23.82,6520.76974
Job 1550,Repair,1.17,90,CI,23.84,1246.703111
Job 1551,Repair,2.43,63,AC,22.79,2133.718676
Job 1552,Replace,2.47,90,ST,23.86,7561.030504
Job 1553,Replace,3.77,200,ST,19.36,26946.46646
Job 1554,Replace,1.32,250,AC,42.05,14814.81738
Job 1555,Repair,2.5,50,ST,26.29,1664.46558
Job 1556,Replace,1.83,90,CI,20.11,6536.754551
Job 1557,Replace,3.8,63,ST,31.06,10211.3042
Job 1558,Replace,2.09,315,ST,19.68,19114.36322
Job 1559,Replace,1.56,90,AC,22.08,4380.846258
Job 1560,Repair,3.37,200,CI,21.67,8133.063926
Job 1561,Replace,1.99,125,AC,30.96,10817.29532
Job 1562,Replace,2.45,63,ST,25.57,5146.420233
Job 1563,Repair,3.98,90,ST,21.37,4600.019809
Job 1564,Replace,1.41,63,AC,37.75,3510.705727
Job 1565,Replace,3.04,63,CI,32.9,8790.410002
Job 1566,Replace,3.61,200,AC,23.73,20933.7891
Job 1567,Replace,2.89,125,AC,35.96,17041.0776
Job 1568,Replace,2.98,90,CI,27.54,9438.466786
Job 1569,Replace,1.44,90,CI,33.2,5617.447667
Job 1570,Replace,4.29,63,CI,30.76,9803.30412
Job 1571,Repair,2.45,63,AC,25.51,2032.545713
Job 1572,Replace,4.01,90,AC,40.57,15671.65196
Job 1573,Repair,3.36,50,AC,17.93,2110.734678
Job 1574,Replace,2.1,450,CI,29.76,33885.94828
Job 1575,Repair,3.09,63,AC,15.39,1969.034106
Job 1576,Replace,3.77,200,AC,32.17,31199.52837
Job 1577,Replace,3.4,63,CI,20.48,8014.175743
Job 1578,Replace,3.08,200,AC,11.66,17715.99094
Job 1579,Replace,2.41,50,ST,15.25,3214.022575
Job 1580,Repair,2.62,63,CI,36.33,2353.385876
Job 1581,Repair,2.56,125,AC,29.59,4365.025445
Job 1582,Replace,1.7,125,ST,23.04,6516.16236
Job 1583,Repair,2.44,250,AC,38.4,9141.553468
Job 1584,Repair,1.89,315,AC,40.27,8699.308101
Job 1585,Repair,2.66,90,CI,15.51,2586.52291
Job 1586,Replace,2.61,90,CI,31.99,11256.09617
Job 1587,Replace,4.35,63,AC,19.89,8818.105325
Job 1588,Repair,2.99,450,CI,18.86,13051.42603
Job 1589,Repair,2.01,315,CI,22.07,7856.544329
Job 1590,Replace,2.78,63,AC,38.36,7138.722602
Job 1591,Replace,4.09,90,CI,30.93,16429.75121
Job 1592,Replace,3.32,125,AC,32.56,16416.47605
Job 1593,Replace,4.1,63,ST,39.45,8960.681015
Job 1594,Replace,2.41,90,AC,17.64,5897.433339
Job 1595,Replace,2.89,63,ST,24.4,6114.339353
Job 1596,Replace,1.86,50,ST,16.6,2713.266671
Job 1597,Repair,3.57,50,AC,20.39,2247.204138
Job 1598,Repair,3.3,90,CI,24.74,3822.860784
Job 1599,Replace,3.62,200,CI,41.82,31106.24348
Job 1600,Replace,2.47,200,ST,29.29,19028.51765
Job 1601,Replace,2.92,250,CI,15.44,20273.40229
Job 1602,Repair,2.48,63,CI,31.47,2098.885952
Job 1603,Replace,2.68,250,CI,11.9,18764.44848
Job 1604,Replace,3.93,200,ST,31.94,29798.74958
Job 1605,Repair,4.32,90,AC,37.4,5821.503106
Job 1606,Replace,2.68,125,AC,17.7,10210.036
Job 1607,Replace,2.85,250,CI,29.68,28360.06789
Job 1608,Replace,3.24,450,CI,31.64,57775.63669
Job 1609,Repair,2.09,63,ST,29.97,1893.955613
Job 1610,Repair,3.3,63,AC,20.48,2379.700058
Job 1611,Replace,1.48,125,AC,15.28,5211.482199
Job 1612,Repair,2.48,90,CI,36.37,3762.062722
Job 1613,Replace,2.99,200,AC,25.72,17368.51568
Job 1614,Replace,1.38,63,ST,20.04,3205.874973
Job 1615,Repair,2.53,63,AC,15.29,1510.108193
Job 1616,Replace,3.19,315,AC,23.26,33206.55912
Job 1617,Replace,1.97,50,AC,38.11,4743.670209
Job 1618,Replace,2.39,250,AC,42.65,27204.21016
Job 1619,Replace,1.09,450,CI,24.85,15411.66638
Job 1620,Repair,2.97,50,AC,20.91,1659.317375
Job 1621,Repair,1.63,63,CI,10.94,934.3549661
Job 1622,Repair,2.41,90,CI,10.88,2173.967086
Job 1623,Replace,2.44,63,AC,38.23,6302.25634
Job 1624,Repair,1.7,90,AC,46.77,2351.539289
Job 1625,Repair,1.32,63,CI,11.87,679.3056325
Job 1626,Replace,1.51,50,ST,14,2126.48594
Job 1627,Repair,1.62,200,AC,30.41,4408.848238
Job 1628,Repair,3.95,200,ST,36.16,12863.87634
Job 1629,Replace,3.57,90,CI,14.78,10072.24493
Job 1630,Replace,2.52,63,AC,26.51,5561.19203
Job 1631,Repair,1.68,125,AC,35.73,2796.973172
Job 1632,Replace,2.52,50,CI,36.05,6011.206629
Job 1633,Replace,2.25,125,ST,41.95,12994.8383
Job 1634,Replace,3.96,125,AC,33.91,16717.23247
Job 1635,Replace,2.09,315,AC,29.59,23100.36193
Job 1636,Replace,2.18,200,AC,20.85,13350.88041
Job 1637,Replace,4.43,90,CI,19.18,13708.4515
Job 1638,Replace,1.71,90,AC,22.51,5829.866249
Job 1639,Repair,2.04,90,ST,33.95,2954.180892
Job 1640,Repair,3.86,125,AC,14.98,4441.915119
Job 1641,Repair,4.74,125,AC,22.72,5217.458913
Job 1642,Replace,3.25,50,AC,38.06,7698.812014
Job 1643,Replace,3.79,200,AC,38.11,32352.72411
Job 1644,Replace,1.83,125,ST,42.63,10129.96129
Job 1645,Replace,3.46,90,ST,30,10123.84442
Job 1646,Replace,2.36,125,AC,47.66,16038.4236
Job 1647,Replace,1.43,125,ST,38.04,8508.018647
Job 1648,Replace,2.29,90,CI,19.13,8171.643556
Job 1649,Replace,2.54,50,CI,25.19,4574.398776
Job 1650,Repair,2.55,125,CI,19.6,3968.508896
Job 1651,Replace,3.42,63,AC,27.18,8875.023134
Job 1652,Replace,4.59,125,CI,35.24,25547.43466
Job 1653,Replace,3.79,315,ST,22.51,42030.92123
Job 1654,Replace,2.62,63,AC,16.16,4920.104587
Job 1655,Repair,3.61,63,AC,20.02,2909.253738
Job 1656,Replace,2.06,125,AC,22.34,9722.397524
Job 1657,Replace,2.33,200,AC,34.48,20710.87297
Job 1658,Replace,2.7,200,AC,29.45,19627.26941
Job 1659,Replace,2.41,450,AC,18.29,35403.24537
Job 1660,Replace,2.2,125,AC,36.45,12068.52144
Job 1661,Replace,3.37,63,ST,17.17,6323.848256
Job 1662,Replace,2.05,200,CI,32.49,15538.61025
Job 1663,Replace,4.23,200,ST,20.86,33562.1858
Job 1664,Replace,2.86,90,AC,29.53,9305.860819
Job 1665,Repair,2.13,200,ST,21.16,5225.774206
Job 1666,Replace,1.8,250,CI,21.84,15193.8711
Job 1667,Replace,3.16,250,CI,28.63,26391.78249
Job 1668,Repair,3.2,90,CI,32.7,3913.868207
Job 1669,Replace,3.94,90,ST,42.38,13606.51813
Job 1670,Repair,3.73,90,ST,18.42,2974.782833
Job 1671,Replace,1.33,90,CI,22.06,3937.245366
Job 1672,Repair,3.32,90,AC,36.71,4052.423168
Job 1673,Repair,3.2,63,AC,15.49,2431.06984
Job 1674,Repair,2.12,63,AC,23.95,1898.1989
Job 1675,Replace,1.26,315,ST,42.55,19651.67105
Job 1676,Repair,2.4,63,ST,23.79,1737.43822
Job 1677,Replace,3.71,125,AC,30.68,15258.94285
Job 1678,Replace,2.52,63,CI,33.76,4981.196646
Job 1679,Replace,3.86,315,CI,22.92,40613.20253
Job 1680,Replace,4.14,90,ST,16.12,12906.60794
Job 1681,Replace,1.67,90,AC,26.6,6732.973379
Job 1682,Replace,1.72,63,ST,27.49,3863.345786
Job 1683,Replace,1.52,90,AC,21.62,4855.765452
Job 1684,Repair,2.62,450,AC,13.57,13481.6661
Job 1685,Repair,3.44,50,ST,10.32,1596.433722
Job 1686,Replace,1.49,250,CI,24.29,12436.99139
Job 1687,Replace,3.77,50,CI,21.36,7338.490901
Job 1688,Repair,2.17,50,AC,26.11,1369.647383
Job 1689,Replace,1.75,63,ST,21.27,3691.557812
Job 1690,Repair,4.1,90,AC,29.51,5122.424043
Job 1691,Replace,2.93,315,CI,16.71,26157.44424
Job 1692,Replace,2.26,125,ST,35.27,11730.08294
Job 1693,Replace,1.89,90,ST,14.62,5257.156385
Job 1694,Replace,2.22,90,AC,20.54,7539.119154
Job 1695,Replace,2.94,125,CI,32.62,16065.11572
Job 1696,Replace,1.31,90,ST,19.99,3758.684081
Job 1697,Replace,2.18,50,AC,17.24,2730.833505
Job 1698,Repair,2.92,63,CI,30.4,2563.669116
Job 1699,Repair,3.1,200,ST,12.7,5338.087487
Job 1700,Replace,2.43,90,AC,22.42,7055.967904
Job 1701,Replace,2.22,90,ST,43.05,8620.926999
Job 1702,Replace,1.66,200,AC,14.54,9469.175074
Job 1703,Repair,1.38,90,AC,18.41,1496.987828
Job 1704,Repair,3.99,125,AC,41.18,8334.180148
Job 1705,Repair,4.17,200,AC,43.71,13552.18121
Job 1706,Repair,2.52,63,AC,36.48,2143.872959
Job 1707,Replace,3.95,250,ST,12.35,27756.05481
Job 1708,Replace,2.25,125,CI,31.18,12041.53115
Job 1709,Replace,2.19,63,CI,21.34,4628.027369
Job 1710,Repair,2.91,450,CI,15.09,12732.95619
Job 1711,Repair,1.96,90,CI,48.08,3152.568532
Job 1712,Repair,2.82,63,ST,27.92,2258.371193
Job 1713,Repair,2.2,125,CI,20.94,3496.6818
Job 1714,Replace,1.76,90,CI,30.57,6531.49219
Job 1715,Replace,2.45,63,AC,16.29,4122.285668
Job 1716,Repair,4.47,125,AC,25.22,7832.577407
Job 1717,Replace,2.42,90,AC,14.41,4896.787003
Job 1718,Replace,2.93,315,AC,18.55,34178.16447
Job 1719,Repair,2.15,125,CI,27.82,4418.629676
Job 1720,Replace,3.02,90,AC,22.31,9067.846343
Job 1721,Replace,1.98,200,AC,21.87,12725.46296
Job 1722,Replace,3.99,63,CI,20.39,9552.233711
Job 1723,Replace,1.47,90,AC,17.75,3692.779539
Job 1724,Repair,3.03,63,AC,32.74,2504.458058
Job 1725,Repair,2,63,AC,15.79,1548.917692
Job 1726,Replace,2.92,250,AC,23.73,25911.89363
Job 1727,Replace,2.48,200,AC,34.18,19338.10422
Job 1728,Replace,2.46,63,CI,43.67,6506.769604
Job 1729,Replace,2.86,63,AC,13.73,5375.767567
Job 1730,Repair,2.11,90,CI,22.47,2074.469853
Job 1731,Repair,4.08,63,CI,14.36,2497.251065
Job 1732,Replace,2.45,450,AC,17.29,29834.22249
Job 1733,Replace,3.52,90,ST,22.82,10214.41536
Job 1734,Repair,3.26,315,AC,35.86,12625.16157
Job 1735,Replace,2.03,90,AC,14.53,5525.967214
Job 1736,Replace,1.49,90,CI,28.98,4800.291466
Job 1737,Replace,1.15,315,CI,14.68,11996.72245
Job 1738,Replace,3.99,90,CI,11.74,9600.71931
Job 1739,Repair,1.92,90,CI,29.08,2115.600575
Job 1740,Repair,2.28,200,AC,31.65,6408.189081
Job 1741,Repair,1.98,63,CI,33.35,1726.065763
Job 1742,Replace,3.29,450,ST,33.25,56988.34539
Job 1743,Replace,2.09,125,AC,25.21,8788.132544
Job 1744,Repair,3.93,63,AC,24.22,3583.209896
Job 1745,Replace,1.83,200,CI,20.6,13422.94604
Job 1746,Replace,2.17,90,AC,27.76,6578.803681
Job 1747,Replace,1.92,63,AC,37.07,5509.244463
Job 1748,Replace,4.63,90,AC,16.3,10842.55034
Job 1749,Repair,1.94,125,ST,15.27,2578.639344
Job 1750,Replace,2.11,90,AC,19.08,6401.000353
Job 1751,Replace,1.66,125,CI,15.92,6445.391431
Job 1752,Repair,4.09,250,AC,19.72,12163.34537
Job 1753,Replace,2.43,90,AC,25.41,7931.673539
Job 1754,Replace,3.21,63,AC,20.34,8272.9849
Job 1755,Replace,3.9,125,AC,19.28,14458.63518
Job 1756,Repair,4.1,125,AC,13.76,4506.131559
Job 1757,Replace,1.89,315,AC,22.15,19280.60891
Job 1758,Replace,1.86,50,AC,17.7,3421.488352
Job 1759,Replace,2.4,63,AC,20.26,5934.937771
Job 1760,Replace,2.37,90,ST,8.2,4967.418662
Job 1761,Replace,1.77,125,CI,14,6183.208724
Job 1762,Replace,1.65,200,AC,14.58,11303.99166
Job 1763,Replace,2.16,125,AC,34.83,10303.38193
Job 1764,Repair,2.58,250,CI,17.22,6885.457617
Job 1765,Replace,2.82,125,ST,29.97,13198.26391
Job 1766,Repair,4.57,90,CI,30.25,4953.791933
Job 1767,Replace,2.2,125,CI,17.05,8843.192168
Job 1768,Replace,1.86,125,ST,17.92,7508.655069
Job 1769,Replace,3.59,90,AC,18.56,12143.12773
Job 1770,Replace,2.11,90,CI,28.84,8146.087841
Job 1771,Replace,2.45,90,ST,16.64,6191.297571
Job 1772,Replace,3.22,63,AC,15.76,5207.254008
Job 1773,Repair,2.26,90,CI,41.4,3030.671476
Job 1774,Repair,1.99,90,CI,26.56,2131.847647
Job 1775,Replace,1.22,63,AC,26.85,2679.874568
Job 1776,Repair,3.79,63,CI,47.92,4234.886002
Job 1777,Replace,1.74,90,AC,15.83,4397.291396
Job 1778,Replace,2.83,125,AC,32.16,15903.10332
Job 1779,Replace,1.81,50,CI,23.93,3221.457952
Job 1780,Repair,3.59,250,AC,18.74,10902.53373
Job 1781,Replace,3.35,50,CI,32.24,6673.159447
Job 1782,Repair,2.88,90,AC,32.59,2782.92716
Job 1783,Repair,2.82,450,ST,15.54,13226.20291
Job 1784,Replace,1.99,125,CI,23.25,9337.11501
Job 1785,Replace,2.43,450,AC,34.73,51958.97923
Job 1786,Replace,2.86,90,ST,18.55,8409.765524
Job 1787,Repair,1.55,200,CI,32.26,3727.170594
Job 1788,Repair,2.82,200,AC,29.58,7963.966037
Job 1789,Replace,1.29,50,AC,31.52,2280.073752
Job 1790,Repair,2.48,63,AC,26.15,2154.533738
Job 1791,Replace,2.05,250,AC,36.46,22962.3964
Job 1792,Replace,1.68,90,AC,31.04,4979.006515
Job 1793,Replace,1.91,125,CI,19.01,7257.229592
Job 1794,Repair,2.17,63,CI,17.14,1770.894094
Job 1795,Replace,2.44,63,AC,36.09,5992.658587
Job 1796,Replace,2.78,125,ST,31.52,15316.44176
Job 1797,Replace,1.35,63,CI,16.76,2840.552101
Job 1798,Repair,3.64,63,AC,19.98,3013.600935
Job 1799,Replace,1.81,125,AC,17.38,6922.204352
Job 1800,Replace,4.05,63,AC,34.32,9592.512611
Job 1801,Replace,2.62,90,ST,17.43,6978.774558
Job 1802,Replace,1.32,125,AC,19.59,4952.201907
Job 1803,Replace,1.95,315,AC,33.1,25546.60833
Job 1804,Repair,3.03,125,AC,12.19,3475.721111
Job 1805,Repair,1.86,50,CI,25.14,1040.512165
Job 1806,Replace,1.76,315,AC,17.98,14465.0681
Job 1807,Replace,3.2,200,ST,39.32,27307.83468
Job 1808,Repair,2.86,90,ST,22.11,2879.28454
Job 1809,Replace,2.8,315,CI,27,34014.63946
Job 1810,Replace,1.5,63,ST,14.03,2385.738323
Job 1811,Replace,2.03,50,AC,31.99,4665.193909
Job 1812,Replace,4.25,125,ST,39.82,19009.68233
Job 1813,Replace,3.81,63,AC,32.47,8817.051472
Job 1814,Replace,3.25,63,CI,20.38,6215.595572
Job 1815,Replace,2.51,90,CI,31.58,8066.436128
Job 1816,Replace,2.72,63,CI,28.49,5984.331533
Job 1817,Repair,3.17,90,AC,31.77,4230.442633
Job 1818,Replace,1.8,200,ST,14.51,11758.06328
Job 1819,Repair,1.25,200,CI,18.54,2528.56554
Job 1820,Repair,3.83,63,AC,29.56,3358.685472
Job 1821,Replace,3.56,200,CI,34.79,29617.58187
Job 1822,Replace,1.25,200,AC,40.72,11978.46953
Job 1823,Repair,2.31,50,CI,26.86,1474.156054
Job 1824,Repair,4.36,90,CI,17.31,4680.092634
Job 1825,Repair,3.77,63,ST,14.77,2224.347643
Job 1826,Replace,1.37,315,ST,13.4,12034.33714
Job 1827,Replace,2.75,200,AC,28.32,18785.48522
Job 1828,Replace,1.8,90,AC,23.42,6214.840395
Job 1829,Replace,2.12,125,CI,18.75,6977.22836
Job 1830,Replace,2.31,63,AC,36.51,5344.250299
Job 1831,Replace,1.77,90,CI,43.01,6481.861749
Job 1832,Replace,2.26,200,AC,42.37,21280.46354
Job 1833,Replace,2.09,250,AC,39.66,22625.51905
Job 1834,Replace,2.46,125,AC,19.08,7843.209665
Job 1835,Replace,4.08,125,CI,29.82,17713.9742
Job 1836,Replace,4.73,50,ST,22.57,8224.593123
Job 1837,Replace,2.56,200,CI,21.52,16649.66612
Job 1838,Replace,4.52,50,ST,34.11,9819.63659
Job 1839,Replace,3.47,50,AC,27.72,6415.500638
Job 1840,Repair,2.09,200,CI,33.13,7288.045045
Job 1841,Repair,2.9,450,CI,35.53,18060.71335
Job 1842,Replace,2.01,90,CI,28.53,5253.513022
Job 1843,Repair,2.94,50,AC,33.59,2333.875431
Job 1844,Repair,3.08,63,AC,29.69,2148.01882
Job 1845,Replace,3.13,90,AC,28.45,8948.084324
Job 1846,Repair,2.39,63,ST,43.25,2309.025233
Job 1847,Repair,2.32,315,AC,32.64,13253.86082
Job 1848,Replace,4.57,90,AC,25.54,14334.03789
Job 1849,Replace,3.26,200,AC,10.89,15178.49628
Job 1850,Repair,3.42,90,AC,28.64,4809.105004
Job 1851,Replace,3.59,50,AC,24,5910.331998
Job 1852,Replace,2.58,315,AC,19.72,24195.25392
Job 1853,Replace,3.28,90,AC,18.62,7694.463641
Job 1854,Replace,4.06,90,CI,24.23,11789.80325
Job 1855,Replace,3.05,90,AC,22.79,8817.610149
Job 1856,Repair,2.66,200,AC,28.77,7730.826875
Job 1857,Replace,3.31,200,AC,18.12,22213.78326
Job 1858,Replace,3.13,200,AC,19.48,20128.20309
Job 1859,Repair,1.43,125,AC,23.46,2131.720994
Job 1860,Replace,2.35,200,ST,22.39,19978.90508
Job 1861,Replace,4.21,125,CI,15.36,15027.85772
Job 1862,Repair,1.74,200,ST,14.3,3857.962123
Job 1863,Replace,1.95,250,AC,21.79,18259.76688
Job 1864,Repair,1.59,63,ST,15.48,1009.088478
Job 1865,Repair,3.98,450,ST,23.1,24768.78145
Job 1866,Repair,2.65,63,CI,15.09,1726.905347
Job 1867,Replace,4.3,63,ST,37.46,11285.90699
Job 1868,Repair,2.01,125,CI,18.12,2484.515175
Job 1869,Replace,3.19,50,AC,27.23,6559.39815
Job 1870,Replace,1.86,63,CI,32.25,4711.55629
Job 1871,Replace,1.63,125,AC,40.43,10255.49226
Job 1872,Replace,2.53,250,AC,14.67,16754.76918
Job 1873,Replace,4.34,90,CI,30.79,16330.98351
Job 1874,Repair,3.02,90,AC,44.52,4902.194257
Job 1875,Replace,1.25,50,CI,35.42,2110.979131
Job 1876,Replace,1.16,90,ST,15.09,3198.2988
Job 1877,Replace,1.91,63,AC,18.42,3769.827189
Job 1878,Repair,2.2,50,CI,23.27,1230.452419
Job 1879,Replace,2.13,250,AC,13.11,13212.42757
Job 1880,Replace,4.45,50,ST,43.83,10504.36704
Job 1881,Repair,1.82,63,CI,36.4,2258.305516
Job 1882,Replace,3.54,315,CI,34.07,37670.8138
Job 1883,Repair,4.47,125,AC,34.39,8543.782065
Job 1884,Replace,3.99,125,AC,15.91,13414.91072
Job 1885,Repair,2.48,450,AC,28.11,14096.99741
Job 1886,Replace,2.07,125,AC,39.15,10262.26187
Job 1887,Replace,3.74,63,AC,19.17,6742.343287
Job 1888,Repair,2.67,90,AC,29.09,3674.005338
Job 1889,Repair,4.36,90,CI,16.37,3784.487609
Job 1890,Repair,2.79,90,ST,19.83,2587.579782
Job 1891,Replace,4.15,200,ST,19,26895.18114
Job 1892,Repair,1.65,125,AC,34.5,3350.422291
Job 1893,Repair,2.08,50,AC,11.73,1028.331578
Job 1894,Replace,1.79,90,AC,30.22,6919.734551
Job 1895,Repair,3.45,125,ST,27.01,6536.036
Job 1896,Replace,1.84,125,ST,17.88,6498.184457
Job 1897,Replace,2.27,125,AC,19.17,9879.693205
Job 1898,Replace,3.41,315,AC,38.84,46137.08614
Job 1899,Repair,2.22,315,AC,48.22,13559.88689
Job 1900,Replace,3.14,63,AC,23.61,8274.00392
Job 1901,Replace,2.12,450,AC,23.58,36978.80351
Job 1902,Replace,3.69,63,AC,23.86,8822.295752
Job 1903,Replace,1.55,90,ST,18,4888.822465
Job 1904,Replace,4.14,125,ST,19.53,17569.20427
Job 1905,Repair,1.55,90,CI,15.16,1495.685147
Job 1906,Replace,4.17,63,AC,35.12,13262.33721
Job 1907,Replace,2.51,90,CI,19.66,6780.38321
Job 1908,Replace,3.73,315,AC,29.14,47761.26847
Job 1909,Replace,3.28,125,ST,25.48,14972.94301
Job 1910,Replace,3.71,250,CI,19.17,30478.47522
Job 1911,Replace,2.96,90,CI,32.33,12442.81845
Job 1912,Replace,1.8,250,AC,14.09,11819.76258
Job 1913,Replace,2.42,63,AC,15.02,4279.915583
Job 1914,Replace,2.95,90,AC,20.48,9074.342551
Job 1915,Repair,2.35,90,CI,31.92,2858.478842
Job 1916,Repair,2.13,200,CI,15.94,4817.382558
Job 1917,Repair,1.84,90,CI,20.4,1479.392975
Job 1918,Repair,4.07,125,AC,19.27,6298.037206
Job 1919,Repair,2.64,90,CI,10.88,2063.90637
Job 1920,Repair,3.59,63,AC,11.74,2107.210779
Job 1921,Replace,3.43,90,ST,28.2,11656.84314
Job 1922,Replace,4.75,200,AC,20.57,30644.4349
Job 1923,Replace,1.23,450,CI,13.85,11512.22541
Job 1924,Repair,1.93,200,AC,39.7,5042.752243
Job 1925,Replace,2.49,125,ST,33.6,10572.52069
Job 1926,Replace,4.69,200,AC,37.78,45669.83518
Job 1927,Replace,2.55,90,AC,33.27,9617.348276
Job 1928,Replace,3.85,90,AC,20.92,14116.06049
Job 1929,Replace,2.27,315,AC,27.34,28853.27829
Job 1930,Replace,3.4,200,AC,23.29,23937.33859
Job 1931,Replace,2.98,50,AC,32.51,6342.761056
Job 1932,Replace,3.81,63,CI,20.75,8472.246051
Job 1933,Replace,1.71,200,AC,21.84,10905.82061
Job 1934,Replace,3.38,90,CI,17.48,8739.799879
Job 1935,Replace,2.61,63,AC,21.19,4315.88179
Job 1936,Repair,4.15,250,AC,16.29,7344.458275
Job 1937,Repair,3.22,125,ST,34.9,4517.827992
Job 1938,Repair,2.1,200,AC,21.84,4676.504098
Job 1939,Replace,2.12,125,AC,19.66,9089.87933
Job 1940,Replace,4.01,125,ST,39.23,21761.57546
Job 1941,Replace,4.45,63,AC,20.5,10318.07533
Job 1942,Replace,1.94,90,CI,46.59,8200.994794
Job 1943,Replace,3.9,63,ST,30.89,11323.69815
Job 1944,Repair,3.2,63,AC,48.28,3574.64753
Job 1945,Replace,1.14,90,CI,43.69,3577.157657
Job 1946,Replace,2.19,63,CI,34.75,5359.997332
Job 1947,Replace,2.45,200,AC,33.77,17624.58781
Job 1948,Replace,2.46,200,AC,28.2,20340.89511
Job 1949,Replace,4.03,50,CI,31,7260.543355
Job 1950,Repair,1.97,125,AC,21.47,3008.072604
Job 1951,Replace,2.37,125,CI,30.17,11354.53105
Job 1952,Replace,2.43,90,AC,35.16,9042.246007
Job 1953,Repair,2.61,63,CI,26.81,1732.671843
Job 1954,Repair,2.57,200,AC,18.98,5535.579631
Job 1955,Repair,1.61,125,CI,37.82,2813.245382
Job 1956,Repair,2.66,250,AC,18.55,7975.461261
Job 1957,Replace,2.46,315,CI,32.02,29127.26202
Job 1958,Replace,2.38,63,AC,33.51,6176.738184
Job 1959,Repair,3.22,200,AC,13.4,5495.57959
Job 1960,Replace,1.94,63,CI,43.36,6296.440272
Job 1961,Replace,1.25,63,AC,35.38,3283.21935
Job 1962,Replace,3.16,200,CI,18.55,18876.57369
Job 1963,Replace,1.57,200,ST,11.75,8306.475616
Job 1964,Repair,4.61,50,AC,29.99,2922.241741
Job 1965,Replace,2.29,63,AC,28.43,5317.423933
Job 1966,Replace,3.39,90,CI,36.34,10357.37677
Job 1967,Replace,4.53,125,CI,23.54,17412.64278
Job 1968,Replace,2.57,90,AC,34,11791.83138
Job 1969,Replace,2.62,90,AC,29.23,10851.07295
Job 1970,Replace,2.06,315,CI,31.01,23033.52267
Job 1971,Repair,1.34,200,CI,30.04,4050.284026
Job 1972,Replace,4.42,63,AC,17.65,8556.085098
Job 1973,Replace,1.37,315,CI,20.91,14560.24199
Job 1974,Replace,1.79,125,AC,17.36,5103.460487
Job 1975,Repair,3.19,90,ST,38.8,4163.382962
Job 1976,Replace,2.14,125,AC,42.49,10595.52935
Job 1977,Replace,2.35,63,CI,17.85,4080.132188
Job 1978,Repair,4.04,200,AC,21.44,8839.063654
Job 1979,Replace,4.43,63,ST,15.07,6124.446533
Job 1980,Replace,3.89,90,ST,28.73,10803.46051
Job 1981,Repair,3.2,63,CI,17.51,1971.679412
Job 1982,Replace,3.02,125,AC,38.77,18561.46652
Job 1983,Replace,2.87,63,ST,12.27,5018.572305
Job 1984,Repair,2.16,90,AC,9.53,1349.298708
Job 1985,Repair,1.98,90,CI,9.55,1429.713518
Job 1986,Replace,2.75,200,ST,14.21,16832.92487
Job 1987,Repair,3.44,90,AC,21.92,4210.707497
Job 1988,Replace,3.1,50,CI,16.98,4630.274013
Job 1989,Repair,1.88,200,AC,15.01,3861.499552
Job 1990,Replace,2.04,50,AC,23.4,3033.448867
